id,Class,Tags,Combined,Archetype,Base Feature,Level,Class Ability,Description,,Img
,Paladin,"[[""Paladin""],[""Hunting Paladin""]]",Paladin (Hunting Paladin),Hunting Paladin,<id-00024,8,Tireless Aura,"<p>At 8th level, a hunting paladin becomes immune to fatigue and sleep effects, and allies within 10 feet gain a +4 bonus on saving throws to avoid becoming fatigued or falling asleep.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Tortured Crusader""]]",Paladin (Tortured Crusader),Tortured Crusader,<id-00029,1,Torment,"<p>A tortured crusader's great suffering in the face of inevitable horror strengthens her faith and resolve, even as it makes her introverted and far less personable than most paladins. A tortured crusader uses Wisdom instead of Charisma as her key spellcasting ability score (to determine her spell DCs, bonus spells per day, bonus on concentration checks, and so on), and to determine the effects of lay on hands.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Tranquil Guardian""]]",Paladin (Tranquil Guardian),Tranquil Guardian,<id-00004,1,Touch of Serenity,"<p>At 1st level, a tranquil guardian gains Touch of Serenity as a bonus feat, even if she does not meet the prerequisites. At 6th level, and every six levels thereafter, the duration of a tranquil guardian's Touch of Serenity increases by 1 round. Each round on its turn, the target may attempt a new Will save to end the effect. The duration does not stack; only the longest remaining duration applies. This ability replaces smite evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Mind Sword""]]",Paladin (Mind Sword),Mind Sword,<id-00020,18,Touch Treatment (Major),"<p>At 3rd level, a mind sword can expend one use of her mind arsenal ability to remove minor harmful mental conditions, as per the mesmerist touch treatment class feature (Pathfinder RPG Occult Adventures 43). At 9th level, she can remove moderate conditions, and at 15th level, she can remove major conditions. This ability replaces mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Mind Sword""]]",Paladin (Mind Sword),Mind Sword,<id-00015,3,Touch Treatment (Minor),"<p>At 3rd level, a mind sword can expend one use of her mind arsenal ability to remove minor harmful mental conditions, as per the mesmerist touch treatment class feature (Pathfinder RPG Occult Adventures 43). At 9th level, she can remove moderate conditions, and at 15th level, she can remove major conditions. This ability replaces mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Mind Sword""]]",Paladin (Mind Sword),Mind Sword,<id-00018,12,Touch Treatment (Moderate),"<p>At 3rd level, a mind sword can expend one use of her mind arsenal ability to remove minor harmful mental conditions, as per the mesmerist touch treatment class feature (Pathfinder RPG Occult Adventures 43). At 9th level, she can remove moderate conditions, and at 15th level, she can remove major conditions. This ability replaces mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Chosen One""]]",Paladin (Chosen One),Chosen One,<id-00034,7,True Form,"<p>At 7th level, a chosen one's familiar reveals its true form, transforming into an outsider improved familiar that matches the chosen one's patron's alignment (typically an arbiter, a cassisian, a harbinger, or a silvanshee, but potentially any lawful neutral, lawful good, or neutral good outsider familiar depending on the patron). The familiar gains the change shape universal monster ability if it doesn't already have it, which it can use at will to transform into its original form or back to its true form.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00028,20,Ultimate Vindication,"<p>At 20th level, if a foe kills one of a vindictive bastard's allies or knocks the vindictive bastard unconscious (and she later regains consciousness), the vindictive bastard musters a vindictive fury. The next time she hits that foe within 1 minute, the vindictive bastard can channel the effects of a disintegrate spell through her weapon, using her paladin level as her effective caster level. Whether or not the target succeeds at its save against the disintegrate effect, it is immune to this ability for the next 24 hours.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Iroran Paladin""]]",Paladin (Iroran Paladin),Iroran Paladin,<id-00029,1,Unarmed Strike,"<p>At 1st level, an Iroran paladin gains Improved Unarmed Strike as a bonus feat. In addition, he gains the unarmed strike monk ability, treating his monk level as half his paladin level (minimum 1) for calculating his unarmed strike damage.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Undead Scourge""]]",Paladin (Undead Scourge),Undead Scourge,<id-00025,11,Undead Annihilation,"<p>At 11th level, an undead scourge can expend one use of her smite evil ability as a standard action and make a single melee attack against an undead creature. If this attack hits, the undead creature must make a Will save or be destroyed. The save DC is equal to 10 + 1/2 the undead scourge's level + the undead scourge's Charisma modifier. Undead with twice as many Hit Dice as the undead scourge are unaffected by this ability. If the attack misses, the smite evil is wasted without effect. This ability replaces aura of justice.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Vindictive Bastard""]]",Paladin (Vindictive Bastard),Vindictive Bastard,<id-00004,1,Vindictive Smite,"<p>A vindictive bastard is particularly ruthless against those who have harmed her or her allies. Once per day as a swift action, she can smite one target within sight who has dealt hit point damage to her or an ally. She adds her Charisma modifier to her attack rolls and adds her paladin level to damage rolls against the target of her smite. In addition, while vindictive smite is in effect, the vindictive bastard gains a deflection bonus equal to her Charisma bonus (if any) to her AC against attacks by the target of the smite. If the target of vindictive smite has rendered an ally of the vindictive bastard unconscious or dead within the last 24 hours, the bonus on damage rolls on the first attack that hits increases by 2 for every paladin level she has.</p><p>The vindictive smite effect remains until the target of the smite is dead or the next time the vindictive bastard rests and regains her uses of this ability. At 4th level and every 3 levels thereafter, the vindictive bastard can invoke her vindictive smite one additional time per day, to a maximum of seven times per day at 19th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Pearl Seeker""]]",Paladin (Pearl Seeker),Pearl Seeker,<id-00024,4,Vision Magic,"<p>A pearl seeker casts divine spells spontaneously, using the spells known and spells per day from the bloodragerACG progression table. At 7th level, she gains slipstreamAPG as a bonus 1st-level spell known; at 10th level, she gains ride the wavesUM as a bonus 2nd-level spell known; at 13th level, she gains fluid formAPG as a bonus 3rd-level spell known; and at 16th level, she gains seamantleAPG as a bonus 4th-level spell known. She also adds hydraulic pushAPG and hydraulic torrentAPG (as a 1st and 3rd level spells, respectively) to her paladin spell list (but must learn these spells as normal).</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Empyreal Knight""]]",Paladin (Empyreal Knight),Empyreal Knight,<id-00011,2,Voices of the Spheres,"<p>At 2nd level, an empyreal knight learns to speak and read Celestial, if she could not already. This ability replaces divine grace.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Faithful Wanderer""]]",Paladin (Faithful Wanderer),Faithful Wanderer,<id-00005,1,Wanderer's Lore,"<p>A faithful wanderer quickly learns that everything in the wastes is evil, and she develops the skills she needs to survive. She gains Knowledge (nature), Knowledge (planes), Perception, Stealth, and Survival as class skills but doesn't gain Diplomacy, Handle Animal, Knowledge (nobility), or Ride as class skills. A faithful wanderer gains a number of skill ranks equal to 4 + her Intelligence modifier at each level (instead of gaining a number of skill ranks equal to 2 + her Intelligence modifier).</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Tranquil Guardian""]]",Paladin (Tranquil Guardian),Tranquil Guardian,<id-00025,11,Waves of Peace,"<p>At 11th level, a tranquil guardian may expend 2 uses of her Touch of Serenity to affect each opponent within 5 feet of her with that effect. She does not need to touch the creature for the effect to take hold. This ability replaces aura of justice.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Holy Tactician""]]",Paladin (Holy Tactician),Holy Tactician,<id-00004,1,Weal's Champion,"<p>Once per day as swift action, a holy tactician can call on the powers of good to aid her against evil. Against evil targets, the holy tactician gains her Charisma bonus (if any) on her attack rolls against evil creatures, and if she hits, she adds 1/2 her paladin level on her weapon damage rolls as well. These bonuses last for 1 round for every two paladin levels the holy tactician has attained (minimum 1 round).</p><p>In addition, for 1 round after the holy tactician successfully strikes an evil creature, all non-evil allies within 30 feet of her gain a competence bonus on attack rolls equal to 1/2 her Charisma bonus against that creature as well as a +1 competence bonus on damage rolls. The bonus on damage rolls increases by +1 for every five levels the holy tactician attains (to a maximum of +5 at 20th level). She can grant this bonus against more than one creature at a time. To gain this benefit, the holy tactician's allies must be able to see or hear her, and she must be conscious.</p><p>At 4th level, and every three levels thereafter, the holy tactician may use weal's champion one additional time per day (to a maximum of seven times per day at 19th level). This ability replaces smite evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
